"","t2m","rh","blh","sp","e","tp","fal","wind_direction","wind_speed","bc"
"3668",-5.440457487,0.866958570517649,14.17411057,102205.6336,1.83e-07,-1.73e-18,0.14775465,-92.28951686,0.886800918,9221
"3669",-4.69544682,0.827451019650717,19.06118906,102248.0598,-5.59e-06,-1.73e-18,0.14775465,-109.2063479,0.609857701,11728
"3670",1.570690357,0.660372143796741,76.38082145,102280.9767,-1.9e-05,-1.73e-18,0.147742375,-129.277248,0.263748858,13155
"3671",1.756028526,0.691523866815574,192.5110594,102264.884,-2.99e-05,-1.73e-18,0.147717824,-43.18333129,0.193283853,30671
"3672",2.353500256,0.682013139143879,312.5343937,102176.3741,-3.63e-05,-1.73e-18,0.147693273,176.9925826,0.094434846,23012
"3673",6.438255956,0.536582405231626,389.6508355,102056.4104,-4.09e-05,-1.73e-18,0.147693273,-246.1841075,0.222322096,20960
"3674",6.398018064,0.534190637492548,381.201988,102015.4471,-3.9e-05,-1.73e-18,0.147693273,-136.4506588,0.516544244,26888
"3675",6.366315482,0.534323939589308,315.433508,101991.6738,-2.38e-05,-1.73e-18,0.147693273,-67.1844803,0.723562807,25080
"3676",3.357008895,0.655021057618323,43.745077,102045.0723,-3.47e-06,-1.73e-18,0.147693273,-31.50048097,1.492453163,28722
"3677",2.565663686,0.692156289673985,20.13800296,102085.6698,1.34e-06,-1.73e-18,0.147717824,28.65809505,1.614631594,24479
"3678",-0.759449387,0.784792365557793,18.15003883,102115.295,2.11e-06,-1.73e-18,0.147766926,146.8817729,1.83588092,27033
"3679",-1.143538356,0.803119177277219,15.83074735,102132.8507,1.96e-06,-1.73e-18,0.147791477,179.1903694,1.639797749,27860
"3680",-0.896014354,0.804752849824,11.60632357,102186.6149,1.76e-06,-1.73e-18,0.147791477,226.3005096,0.737309692,25400
"3681",-0.665560973,0.793658873409242,9.701191279,102223.1893,1.25e-06,-1.73e-18,0.147803752,35.71262957,0.101995766,23246
"3682",-0.586304519,0.807836727562327,10.86083702,102207.828,8.76e-07,-1.73e-18,0.147803752,112.9956521,0.51411151,26566
"3683",-2.077545182,0.860577562152946,11.19216438,102255.3747,1.14e-06,-1.73e-18,0.147803752,109.2046858,0.597219654,31122
"3684",-3.089589132,0.878445864563441,10.94366886,102237.819,1.38e-06,-1.73e-18,0.147803752,37.87867611,0.562975757,26745
"3685",-4.062614519,0.895080248885102,11.27499622,102216.2401,1.38e-06,-1.73e-18,0.147803752,5.115145995,0.66075069,34157
"3686",-4.018718637,0.88978410515677,11.19216438,102228.6754,1.23e-06,-1.73e-18,0.147803752,-23.95317026,0.693507485,22720
"3687",-3.835819128,0.880142865662476,10.61234151,102214.0457,1.14e-06,-1.73e-18,0.147803752,-37.76263702,0.586534418,18354
"3688",-4.790554565,0.888574122699268,9.866854957,102206.7308,9.88e-07,-1.73e-18,0.147803752,-65.4564698,0.377061257,13247
"3689",-4.467432099,0.875669197919873,9.701191279,102195.027,8.57e-07,-1.73e-18,0.147803752,-38.89151724,0.210089329,10259
"3690",-4.518643962,0.881756971921771,12.02048276,102242.2079,8.2e-07,-1.73e-18,0.147840579,-122.2503788,0.70453775,10115
"3691",-4.372324355,0.874203777982458,11.0265007,102259.0321,7.64e-07,-1.73e-18,0.147840579,-64.08112046,0.359368245,9610
"3692",-5.211223436,0.891754162392091,11.77198725,102289.023,5.76e-07,-1.73e-18,0.147840579,17.46839832,0.23034978,12136
"3693",-4.406465596,0.901351216537922,29.49800074,102303.287,-3.73e-06,-1.73e-18,0.147840579,36.76805627,0.210524919,16906
"3694",0.233085282,0.742080909036876,87.31462417,102351.5651,-1.65e-05,-1.73e-18,0.147816028,36.9594949,0.172500113,18980
"3695",0.8098284,0.71502595181043,126.9082431,102343.153,-2.79e-05,-1.73e-18,0.147791477,213.7223905,0.068030526,17743
"3696",1.328043675,0.694073708744738,221.5850347,102256.1061,-3.41e-05,-1.73e-18,0.14775465,-95.96644813,0.076176572,20447
"3697",5.127476142,0.614538305521115,295.4710349,102163.5731,-3.54e-05,-1.73e-18,0.14775465,-11.70243474,0.445866997,20825
"3698",5.666420028,0.605630645007592,291.2466111,102118.5867,-3.14e-05,-1.73e-18,0.14775465,4.759451876,1.066648125,26087
"3699",5.737141172,0.597890697136428,244.1152949,102148.9434,-2.02e-05,-1.73e-18,0.14775465,23.81930056,1.278435794,31164
"3700",2.175478067,0.749588682838425,74.06152997,102182.226,-3.81e-06,-1.73e-18,0.14775465,14.75006558,2.342312371,25083
